Suburb,Rooms,Price,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Regionname,Propertycount
Flemington,2,865500,4.4,3031,2,1,1,168,,,-37.7835,144.9339,Northern Metropolitan,3593
Flemington,2,365000,4.4,3031,2,1,1,0,60,1970,-37.7833,144.9255,Northern Metropolitan,3593
Flemington,1,380000,4.4,3031,1,1,1,2077,,,-37.7852,144.9216,Northern Metropolitan,3593
Flemington,2,425000,4.4,3031,2,1,1,0,63,1970,-37.7833,144.9255,Northern Metropolitan,3593
Flemington,1,280000,4.4,3031,1,1,1,0,,1970,-37.7839,144.9347,Northern Metropolitan,3593
Flemington,3,870000,4.4,3031,3,2,0,167,,,-37.7869,144.9228,Northern Metropolitan,3593
Flemington,2,391000,4.4,3031,2,1,1,0,59,1970,-37.7825,144.9239,Northern Metropolitan,3593
Flemington,2,715000,4.4,3031,2,1,1,0,,1980,-37.7852,144.9223,Northern Metropolitan,3593
Flemington,3,1130000,4.4,3031,3,1,0,294,140,1900,-37.7856,144.9292,Northern Metropolitan,3593
Flemington,3,1110000,4.4,3031,3,1,1,272,131,1885,-37.7857,144.931,Northern Metropolitan,3593
Flemington,2,950000,4.4,3031,2,1,1,193,,,-37.7861,144.9238,Northern Metropolitan,3593
Flemington,2,918000,4.4,3031,2,1,0,136,78,1900,-37.7839,144.9343,Northern Metropolitan,3593
Flemington,2,730000,4.4,3031,2,1,1,140,98,1890,-37.7867,144.9342,Northern Metropolitan,3593
Flemington,2,360000,4.4,3031,2,1,1,0,,,-37.7826,144.9273,Northern Metropolitan,3593
Flemington,2,855000,4.4,3031,2,1,0,225,85,1930,-37.7849,144.9197,Northern Metropolitan,3593
Flemington,2,860000,4.4,3031,2,1,0,202,,,-37.7849,144.9257,Northern Metropolitan,3593
Flemington,3,1012000,4.4,3031,3,1,1,212,102,1930,-37.7818,144.9247,Northern Metropolitan,3593
Flemington,3,885000,4.4,3031,3,1,0,162,,,-37.7869,144.9253,Northern Metropolitan,3593
Flemington,3,1315000,4.4,3031,2,1,1,313,20,,-37.7853,144.9235,Northern Metropolitan,3593
Flemington,4,1700000,4.4,3031,4,1,1,616,,,-37.7837,144.9319,Northern Metropolitan,3593
Flemington,3,1205000,4.4,3031,3,2,2,0,,,-37.7826,144.9261,Northern Metropolitan,3593
Flemington,2,395000,4.4,3031,2,1,1,0,60,1970,-37.7833,144.9255,Northern Metropolitan,3593
Flemington,2,476000,4.4,3031,2,1,1,0,,,-37.783,144.932,Northern Metropolitan,3593
Flemington,1,250000,4.4,3031,1,1,1,0,,,-37.7854,144.9326,Northern Metropolitan,3593
Flemington,2,556000,4.4,3031,2,2,1,0,79,2009,-37.784,144.9356,Northern Metropolitan,3593
Flemington,2,845000,4.4,3031,2,1,1,0,,1910,-37.7838,144.9273,Northern Metropolitan,3593
Flemington,1,345000,4.4,3031,1,1,1,0,46,1970,-37.7826,144.9311,Northern Metropolitan,3593
Flemington,3,1100000,4.4,3031,3,2,0,179,150,1900,-37.7857,144.9305,Northern Metropolitan,3593
Flemington,2,957000,4.4,3031,2,1,0,165,,,-37.7847,144.9341,Northern Metropolitan,3593
Flemington,3,991000,4.4,3031,3,1,4,402,,1915,-37.7867,144.9249,Northern Metropolitan,3593
Flemington,3,850000,4.4,3031,4,2,0,162,,1905,-37.7866,144.9343,Northern Metropolitan,3593
Flemington,1,395000,4.4,3031,1,1,1,818,50,1880,-37.788,144.9306,Northern Metropolitan,3593
Flemington,2,350000,4.4,3031,2,1,1,0,,1970,-37.7857,144.9244,Northern Metropolitan,3593
Flemington,3,1115000,4.4,3031,3,1,1,244,84,1940,-37.7823,144.9278,Northern Metropolitan,3593
Flemington,2,420500,4.4,3031,2,1,1,0,52,1970,-37.783,144.932,Northern Metropolitan,3593
Footscray,3,585000,6.4,3011,3,1,1,259,,,-37.7955,144.9063,Western Metropolitan,7570
Footscray,1,85000,6.4,3011,1,1,0,0,,2007,-37.7911,144.89,Western Metropolitan,7570
Footscray,4,1225000,6.4,3011,4,2,1,319,130,1915,-37.7943,144.8875,Western Metropolitan,7570
Footscray,2,431000,6.4,3011,2,1,1,0,,,-37.7963,144.8853,Western Metropolitan,7570
Footscray,3,1003000,6.4,3011,3,1,1,292,98,1900,-37.797,144.9051,Western Metropolitan,7570
Footscray,3,840000,6.4,3011,3,1,0,164,93,1900,-37.7959,144.8863,Western Metropolitan,7570
Footscray,3,1362000,6.4,3011,3,2,0,497,156,1890,-37.7958,144.9024,Western Metropolitan,7570
Footscray,4,977000,6.4,3011,4,2,1,154,161,2007,-37.7983,144.8911,Western Metropolitan,7570
Footscray,1,216000,6.4,3011,1,1,1,0,50,1970,-37.7907,144.8924,Western Metropolitan,7570
Footscray,3,876000,6.4,3011,3,2,2,204,106,1990,-37.8012,144.8921,Western Metropolitan,7570
Footscray,1,227000,6.4,3011,1,1,1,0,52,1970,-37.7907,144.8924,Western Metropolitan,7570
Footscray,4,841000,6.4,3011,4,2,2,250,160,2000,-37.7959,144.8989,Western Metropolitan,7570
Footscray,2,605000,6.4,3011,2,1,3,2794,87,2000,-37.8044,144.9064,Western Metropolitan,7570
Footscray,2,305000,6.4,3011,2,1,1,47,35,2013,-37.8014,144.8959,Western Metropolitan,7570
Footscray,2,480000,6.4,3011,2,1,1,556,75,2010,-37.7919,144.8854,Western Metropolitan,7570
Footscray,1,357000,6.4,3011,1,1,0,0,,1980,-37.7964,144.9027,Western Metropolitan,7570
Footscray,3,910000,6.4,3011,3,1,1,361,118,1940,-37.7913,144.8879,Western Metropolitan,7570
Footscray,1,291000,6.4,3011,1,1,1,665,46,1970,-37.7978,144.8918,Western Metropolitan,7570
Footscray,2,375000,6.4,3011,2,1,1,0,,1968,-37.7906,144.8856,Western Metropolitan,7570
Footscray,2,752000,6.4,3011,2,1,0,215,98,1910,-37.7922,144.891,Western Metropolitan,7570
Footscray,3,1155000,6.4,3011,3,1,3,585,120,1950,-37.7941,144.8924,Western Metropolitan,7570
Footscray,3,930000,6.4,3011,3,1,3,413,,,-37.7931,144.893,Western Metropolitan,7570
Footscray,2,490000,6.4,3011,2,1,1,0,,,-37.8006,144.881,Western Metropolitan,7570
Footscray,3,853000,6.4,3011,3,1,1,0,141,2010,-37.7962,144.8851,Western Metropolitan,7570
Footscray,4,1290000,6.4,3011,3,1,2,411,,,-37.7969,144.9049,Western Metropolitan,7570
Footscray,3,480000,6.4,3011,3,1,1,0,90,1985,-37.7949,144.9007,Western Metropolitan,7570
Footscray,4,775000,6.4,3011,2,1,2,277,87,1890,-37.7901,144.8883,Western Metropolitan,7570
Footscray,2,900000,6.4,3011,2,1,0,210,,1900,-37.7969,144.883,Western Metropolitan,7570
Footscray,2,281000,6.4,3011,2,1,1,0,65,1980,-37.7891,144.8912,Western Metropolitan,7570
Footscray,4,1300000,6.4,3011,4,2,3,0,190,1950,-37.7923,144.8848,Western Metropolitan,7570
Footscray,3,714000,6.4,3011,3,2,2,164,3,2008,-37.7948,144.8868,Western Metropolitan,7570
Footscray,3,775000,6.4,3011,3,2,1,197,,,-37.8021,144.8924,Western Metropolitan,7570
Footscray,2,950000,6.4,3011,2,1,2,657,92,1940,-37.7909,144.8884,Western Metropolitan,7570
Footscray,3,674000,6.4,3011,3,2,1,8680,,,-37.8016,144.9082,Western Metropolitan,7570
Footscray,3,760000,6.4,3011,3,1,1,265,115,1910,-37.7975,144.8894,Western Metropolitan,7570
Footscray,2,420000,6.4,3011,2,1,1,0,75,2010,-37.8042,144.9049,Western Metropolitan,7570
Footscray,2,560000,6.4,3011,2,1,1,111,,,-37.7969,144.8852,Western Metropolitan,7570
Footscray,2,575000,6.4,3011,2,1,1,162,,2000,-37.796,144.899,Western Metropolitan,7570
Footscray,4,1100000,6.4,3011,3,1,2,633,,,-37.802,144.889,Western Metropolitan,7570
Footscray,3,932000,6.4,3011,2,1,1,451,130,1910,-37.8023,144.8915,Western Metropolitan,7570
Footscray,3,780000,6.4,3011,3,1,2,323,129,1900,-37.7935,144.8893,Western Metropolitan,7570
Footscray,2,295000,6.4,3011,2,1,1,0,69,1960,-37.7903,144.891,Western Metropolitan,7570
Footscray,2,433000,6.4,3011,2,1,1,0,66,2012,-37.8017,144.8957,Western Metropolitan,7570
Footscray,2,410000,6.4,3011,2,2,1,65,80,2014,-37.7881,144.8838,Western Metropolitan,7570
Footscray,2,1170000,6.4,3011,2,1,1,184,103,1900,-37.7988,144.902,Western Metropolitan,7570
Footscray,1,375000,6.4,3011,1,1,1,0,50,1920,-37.8006,144.881,Western Metropolitan,7570
Footscray,2,615000,6.4,3011,2,1,3,207,,1960,-37.7975,144.8855,Western Metropolitan,7570
Footscray,3,747000,6.4,3011,3,1,1,246,120,1940,-37.8012,144.8924,Western Metropolitan,7570
Footscray,1,275000,6.4,3011,1,1,1,0,,1970,-37.8053,144.9029,Western Metropolitan,7570
Footscray,3,1045000,6.4,3011,3,2,2,384,,,-37.7976,144.8976,Western Metropolitan,7570
Footscray,3,775000,6.4,3011,3,1,1,242,99,1920,-37.7956,144.8848,Western Metropolitan,7570
Footscray,2,571000,6.4,3011,2,2,1,0,78,2013,-37.8025,144.9073,Western Metropolitan,7570
Footscray,2,310000,6.4,3011,2,1,1,0,,,-37.7878,144.8919,Western Metropolitan,7570
Footscray,1,305000,6.4,3011,1,1,1,59,70,1965,-37.7903,144.8899,Western Metropolitan,7570
Footscray,3,860500,6.4,3011,3,2,2,322,228,1980,-37.7963,144.8862,Western Metropolitan,7570
Footscray,3,820000,6.4,3011,3,2,1,122,,,-37.8021,144.8976,Western Metropolitan,7570
Footscray,1,210000,6.4,3011,1,1,1,0,,,-37.7878,144.8904,Western Metropolitan,7570
Footscray,3,875000,6.4,3011,3,1,0,262,92,,-37.8022,144.8924,Western Metropolitan,7570
Footscray,2,370000,6.4,3011,2,1,1,0,75,2007,-37.7992,144.8961,Western Metropolitan,7570
Footscray,2,711000,6.4,3011,2,1,2,253,90,1910,-37.7968,144.8887,Western Metropolitan,7570
Footscray,3,665000,6.4,3011,3,2,1,0,,,-37.8016,144.9082,Western Metropolitan,7570
Footscray,2,690500,6.4,3011,2,1,1,212,98,1900,-37.7903,144.8879,Western Metropolitan,7570
Footscray,2,747000,6.4,3011,2,1,1,320,94,1900,-37.7964,144.8871,Western Metropolitan,7570
Footscray,2,858000,6.4,3011,2,1,1,313,93,1915,-37.7966,144.9016,Western Metropolitan,7570
Footscray,4,699000,6.4,3011,4,2,2,0,126,2015,-37.7905,144.8882,Western Metropolitan,7570
Footscray,2,835000,6.4,3011,2,1,1,222,109,1920,-37.7962,144.8844,Western Metropolitan,7570
Footscray,2,661000,6.4,3011,2,1,1,132,83,1970,-37.7946,144.8903,Western Metropolitan,7570
Footscray,2,757500,6.4,3011,2,1,0,258,108,1900,-37.7959,144.8901,Western Metropolitan,7570
Footscray,1,282000,6.4,3011,1,1,1,1783,42,1975,-37.7949,144.9007,Western Metropolitan,7570
Footscray,3,699000,6.4,3011,3,1,1,125,113,2000,-37.7922,144.8831,Western Metropolitan,7570
Footscray,3,850000,6.4,3011,3,1,0,190,99,1930,-37.795,144.883,Western Metropolitan,7570
Footscray,2,315000,6.4,3011,2,1,1,882,74,1970,-37.7899,144.893,Western Metropolitan,7570
Footscray,3,740000,6.4,3011,3,1,1,211,94,1910,-37.8059,144.901,Western Metropolitan,7570
Footscray,2,360000,6.4,3011,2,1,1,0,,,-37.8012,144.8964,Western Metropolitan,7570
Footscray,3,980000,6.4,3011,3,2,2,196,154,2006,-37.7987,144.9034,Western Metropolitan,7570
Footscray,3,561000,6.4,3011,3,1,1,0,,,-37.7952,144.909,Western Metropolitan,7570
Footscray,2,316000,6.4,3011,2,1,1,0,55,1960,-37.789,144.8932,Western Metropolitan,7570
Footscray,2,800000,6.4,3011,2,1,2,260,,1940,-37.7969,144.9042,Western Metropolitan,7570
Footscray,2,760000,6.4,3011,2,1,0,130,70,1920,-37.7988,144.9045,Western Metropolitan,7570
Footscray,3,735000,6.4,3011,3,2,2,112,168,2010,-37.8001,144.8797,Western Metropolitan,7570
Footscray,2,823000,6.4,3011,2,1,0,238,,,-37.7946,144.8944,Western Metropolitan,7570
Footscray,4,1225000,6.4,3011,4,2,1,319,130,1915,-37.7943,144.8875,Western Metropolitan,7570
Footscray,2,296000,6.4,3011,2,1,1,0,,,-37.789,144.8932,Western Metropolitan,7570
Footscray,3,886500,6.4,3011,3,1,0,268,,,-37.7942,144.8933,Western Metropolitan,7570
Footscray,3,767500,6.4,3011,3,2,0,458,98,1930,-37.7942,144.8832,Western Metropolitan,7570
Footscray,2,395000,6.4,3011,2,2,1,0,79,2009,-37.8006,144.9053,Western Metropolitan,7570
Footscray,4,815000,6.4,3011,4,2,1,369,151,1910,-37.7914,144.8957,Western Metropolitan,7570
Footscray,3,757000,6.4,3011,3,2,2,102,102,2011,-37.7987,144.8807,Western Metropolitan,7570
Footscray,4,1450000,6.4,3011,4,1,1,799,160,1910,-37.7958,144.9001,Western Metropolitan,7570
Footscray,2,745000,6.4,3011,2,1,1,355,74,1890,-37.7931,144.8938,Western Metropolitan,7570
Footscray,2,716000,6.4,3011,2,1,2,274,275,2000,-37.7939,144.8846,Western Metropolitan,7570
Glen Iris,3,1735000,9.2,3146,3,2,3,680,170,1935,-37.854,145.0832,Southern Metropolitan,10412
Glen Iris,2,1699000,9.2,3146,3,1,2,653,,,-37.8573,145.077,Southern Metropolitan,10412
Glen Iris,4,3400000,9.2,3146,4,3,2,856,265,1920,-37.8628,145.0436,Southern Metropolitan,10412
Glen Iris,5,3730000,9.2,3146,4,3,2,919,353,1925,-37.8637,145.0438,Southern Metropolitan,10412
Glen Iris,4,1800000,9.2,3146,4,2,2,868,217,1930,-37.8522,145.0893,Southern Metropolitan,10412
Glen Iris,4,1998000,9.2,3146,4,2,1,739,183,2002,-37.8513,145.0601,Southern Metropolitan,10412
Glen Iris,2,671000,9.2,3146,2,1,1,0,85,1960,-37.8555,145.0889,Southern Metropolitan,10412
Glen Iris,4,3110000,9.2,3146,4,2,4,1318,,,-37.853,145.0491,Southern Metropolitan,10412
Glen Iris,3,1780000,9.2,3146,3,1,2,627,,,-37.8599,145.0898,Southern Metropolitan,10412
Glen Iris,3,1425000,9.2,3146,3,2,2,217,163,2006,-37.8639,145.0641,Southern Metropolitan,10412
Glen Iris,3,1530000,9.2,3146,3,1,1,753,118,1940,-37.8543,145.0889,Southern Metropolitan,10412
Glen Iris,4,1900000,9.2,3146,4,4,2,708,323,1985,-37.8646,145.0673,Southern Metropolitan,10412
Glen Iris,2,1500000,9.2,3146,3,1,2,660,,,-37.8536,145.0911,Southern Metropolitan,10412
Glen Iris,3,1360000,9.2,3146,3,2,1,704,134,1940,-37.852,145.0942,Southern Metropolitan,10412
Glen Iris,5,2175000,9.2,3146,5,3,4,619,327,2003,-37.8554,145.0611,Southern Metropolitan,10412
Glen Iris,4,2325000,9.2,3146,4,3,2,638,314,1930,-37.8523,145.0726,Southern Metropolitan,10412
Glen Iris,4,2538000,9.2,3146,4,2,3,630,314,2000,-37.856,145.0691,Southern Metropolitan,10412
Glen Iris,4,2300000,9.2,3146,4,3,4,1258,254,1941,-37.8552,145.082,Southern Metropolitan,10412
Glen Iris,2,550000,9.2,3146,2,1,1,0,63,1968,-37.8567,145.0435,Southern Metropolitan,10412
Glen Iris,3,1600000,9.2,3146,3,2,1,704,134,1940,-37.852,145.0942,Southern Metropolitan,10412
Glen Iris,3,2100000,9.2,3146,3,2,2,904,,,-37.856,145.0705,Southern Metropolitan,10412
Glen Iris,3,2115000,9.2,3146,4,2,2,745,157,1920,-37.8501,145.059,Southern Metropolitan,10412
Glen Iris,3,1700000,9.2,3146,3,2,2,625,188,1951,-37.8602,145.0925,Southern Metropolitan,10412
Glen Iris,4,3500000,9.2,3146,4,2,2,859,,,-37.8625,145.044,Southern Metropolitan,10412
Glen Iris,3,1750000,9.2,3146,3,2,2,652,,,-37.8556,145.068,Southern Metropolitan,10412
Glen Iris,3,967500,9.2,3146,3,2,1,233,,,-37.8515,145.0938,Southern Metropolitan,10412
Glen Iris,4,2077000,9.2,3146,4,2,3,553,143,1910,-37.8589,145.0413,Southern Metropolitan,10412
Glen Iris,4,2850000,9.2,3146,4,3,2,1184,305,1935,-37.8526,145.0848,Southern Metropolitan,10412
Glen Iris,2,411000,9.2,3146,2,1,1,0,65,1970,-37.85,145.0461,Southern Metropolitan,10412
Glen Iris,3,1222000,9.2,3146,3,1,1,215,,,-37.85,145.057,Southern Metropolitan,10412
Glen Iris,4,1550000,9.2,3146,3,2,2,662,,,-37.8588,145.0832,Southern Metropolitan,10412
Glen Iris,3,1660000,9.2,3146,3,1,2,297,,1930,-37.847,145.0535,Southern Metropolitan,10412
Glen Iris,6,2250000,9.2,3146,5,3,2,650,,1940,-37.8534,145.0785,Southern Metropolitan,10412
Glen Iris,3,1162000,9.2,3146,2,2,2,281,,,-37.8579,145.0736,Southern Metropolitan,10412
Glen Iris,4,2020000,9.2,3146,4,2,2,630,351,2009,-37.8667,145.0752,Southern Metropolitan,10412
Glen Iris,2,845000,9.2,3146,2,0,0,207,,,-37.863,145.0501,Southern Metropolitan,10412
Glen Iris,3,1510000,9.2,3146,3,2,2,370,,,-37.8597,145.0883,Southern Metropolitan,10412
Glen Iris,4,2010000,9.2,3146,4,2,2,659,212,1930,-37.8509,145.0916,Southern Metropolitan,10412
Glen Iris,4,2975000,9.2,3146,4,3,4,0,30,1930,-37.8541,145.0643,Southern Metropolitan,10412
Glen Iris,2,585000,9.2,3146,2,1,1,0,,,-37.8523,145.0936,Southern Metropolitan,10412
Glen Iris,3,1275000,9.2,3146,3,2,2,669,,,-37.8596,145.0871,Southern Metropolitan,10412
Glen Iris,1,452000,9.2,3146,1,1,1,63,52,1980,-37.8552,145.05,Southern Metropolitan,10412
Glen Iris,3,1625000,9.2,3146,3,2,2,365,,,-37.8526,145.0853,Southern Metropolitan,10412
Glen Iris,4,1800000,9.2,3146,4,3,2,743,,,-37.8566,145.0439,Southern Metropolitan,10412
Glen Iris,3,1820000,9.2,3146,3,1,3,650,136,1930,-37.8571,145.0766,Southern Metropolitan,10412
Glen Iris,1,291000,9.2,3146,1,1,1,1097,38,1982,-37.8576,145.0452,Southern Metropolitan,10412
Glen Iris,2,710000,9.2,3146,2,1,2,123,,,-37.8567,145.0666,Southern Metropolitan,10412
Glen Iris,4,2376000,9.2,3146,4,2,2,652,230,1925,-37.8479,145.0557,Southern Metropolitan,10412
Glen Iris,2,1020000,9.2,3146,2,1,0,251,,1910,-37.8627,145.0402,Southern Metropolitan,10412
Glen Iris,3,1456000,9.2,3146,3,1,2,504,142,1920,-37.8541,145.0544,Southern Metropolitan,10412
Glen Iris,3,1875000,9.2,3146,3,2,3,607,,,-37.8534,145.0735,Southern Metropolitan,10412
Glen Iris,3,1430000,9.2,3146,3,3,2,385,255,,-37.8524,145.0425,Southern Metropolitan,10412
Glen Iris,6,2300000,9.2,3146,6,2,2,0,,,-37.8519,145.091,Southern Metropolitan,10412
Glen Iris,1,345000,9.2,3146,1,1,1,745,44,1970,-37.8505,145.0459,Southern Metropolitan,10412
Glen Iris,5,2000000,9.2,3146,5,3,1,696,248,1920,-37.8563,145.0709,Southern Metropolitan,10412
Glen Iris,4,1550000,9.2,3146,4,0,0,769,,,-37.8628,145.0734,Southern Metropolitan,10412
Glen Iris,3,1625000,9.2,3146,4,2,4,1005,,1980,-37.8528,145.0487,Southern Metropolitan,10412
Glen Iris,2,480000,9.2,3146,2,1,1,0,,,-37.8559,145.049,Southern Metropolitan,10412
Glen Iris,2,585000,9.2,3146,2,1,1,84,84,1960,-37.8517,145.0796,Southern Metropolitan,10412
Glen Iris,5,1960000,9.2,3146,5,3,2,650,,1940,-37.8534,145.0785,Southern Metropolitan,10412
Glen Iris,4,1700000,9.2,3146,4,3,1,650,266,1946,-37.8581,145.078,Southern Metropolitan,10412
Glen Iris,2,680000,9.2,3146,2,1,1,0,,,-37.8566,145.0454,Southern Metropolitan,10412
Glen Iris,3,1220000,9.2,3146,3,2,2,278,,1999,-37.8574,145.0496,Southern Metropolitan,10412
Glen Iris,3,1375000,9.2,3146,3,2,2,328,176,1990,-37.8529,145.0605,Southern Metropolitan,10412
Glen Iris,2,920000,9.2,3146,2,1,2,334,115,1930,-37.8577,145.0576,Southern Metropolitan,10412
Glen Iris,2,382000,9.2,3146,2,1,1,1069,33,1960,-37.8547,145.0457,Southern Metropolitan,10412
Glen Iris,2,545000,9.2,3146,3,0,0,0,,,-37.85,145.0465,Southern Metropolitan,10412
Glen Iris,4,1350000,9.2,3146,3,2,2,342,,,-37.8622,145.0634,Southern Metropolitan,10412
Glen Iris,2,1280000,9.2,3146,2,1,1,412,123,1950,-37.8541,145.051,Southern Metropolitan,10412
Glen Iris,3,1825000,9.2,3146,3,1,2,652,,,-37.8552,145.0785,Southern Metropolitan,10412
Glen Iris,5,2825000,9.2,3146,5,4,4,802,206,2013,-37.8627,145.0719,Southern Metropolitan,10412
Glen Iris,3,2825000,9.2,3146,4,2,4,885,217,1910,-37.8577,145.0421,Southern Metropolitan,10412
Glen Iris,4,1825000,9.2,3146,3,3,2,366,26,1999,-37.8503,145.0586,Southern Metropolitan,10412
Glen Iris,1,328000,9.2,3146,1,1,0,0,,,-37.8588,145.0512,Southern Metropolitan,10412
Glen Iris,4,2016000,9.2,3146,4,2,3,733,,,-37.8561,145.0864,Southern Metropolitan,10412
Glen Iris,5,3085000,9.2,3146,5,3,3,778,326,2000,-37.8582,145.0715,Southern Metropolitan,10412
Glen Iris,3,1710000,9.2,3146,3,1,3,557,,,-37.8556,145.0499,Southern Metropolitan,10412
Glen Iris,3,1770000,9.2,3146,3,1,3,603,,,-37.8503,145.0754,Southern Metropolitan,10412
Glen Iris,3,1765000,9.2,3146,3,1,2,650,,,-37.8505,145.0852,Southern Metropolitan,10412
Glen Iris,2,511000,9.2,3146,2,1,1,0,,,-37.8517,145.0459,Southern Metropolitan,10412
Glen Iris,3,2000000,9.2,3146,2,1,2,821,,,-37.8581,145.0685,Southern Metropolitan,10412
Glen Iris,2,1600000,9.2,3146,2,2,2,718,184,1950,-37.858,145.0696,Southern Metropolitan,10412
Glen Iris,3,1880000,9.2,3146,3,2,2,668,,1920,-37.8489,145.0711,Southern Metropolitan,10412
Glen Iris,5,2352500,9.2,3146,5,3,2,642,336,1930,-37.859,145.0656,Southern Metropolitan,10412
Glen Iris,5,3860000,9.2,3146,5,4,2,830,520,2009,-37.8563,145.072,Southern Metropolitan,10412
Glen Iris,4,2625000,9.2,3146,4,3,2,840,326,1930,-37.8538,145.0641,Southern Metropolitan,10412
Glen Iris,2,856500,9.2,3146,2,1,1,0,,1960,-37.8566,145.0553,Southern Metropolitan,10412
Glen Iris,5,1650000,9.2,3146,5,2,2,400,,,-37.8572,145.0555,Southern Metropolitan,10412
Glen Iris,2,600000,9.2,3146,2,1,1,0,1143,,-37.8506,145.0465,Southern Metropolitan,10412
Glen Iris,2,690000,9.2,3146,2,1,2,166,,,-37.863,145.0631,Southern Metropolitan,10412
Glen Iris,3,1200000,9.2,3146,3,2,2,541,,,-37.8628,145.0486,Southern Metropolitan,10412
Glen Iris,4,3010000,9.2,3146,3,3,2,677,,1910,-37.8476,145.0554,Southern Metropolitan,10412
Glen Iris,2,785000,9.2,3146,2,1,1,0,,,-37.8488,145.0573,Southern Metropolitan,10412
Glen Iris,4,1950000,9.2,3146,4,2,2,775,155,1960,-37.8561,145.0934,Southern Metropolitan,10412
Glen Iris,3,2200000,9.2,3146,3,1,2,700,142,1930,-37.8553,145.0711,Southern Metropolitan,10412
Glen Iris,3,1751000,9.2,3146,3,1,3,609,140,1930,-37.8542,145.0733,Southern Metropolitan,10412
Glen Iris,4,1857000,9.2,3146,4,2,3,548,205,1930,-37.8536,145.0547,Southern Metropolitan,10412
Glen Iris,1,375000,9.2,3146,1,1,1,602,,,-37.8597,145.0571,Southern Metropolitan,10412
Glen Iris,2,720000,9.2,3146,2,1,2,0,74,1940,-37.8468,145.0515,Southern Metropolitan,10412
Glen Iris,3,1500000,9.2,3146,3,1,3,401,107,1935,-37.8471,145.051,Southern Metropolitan,10412
Glen Iris,4,2725000,9.2,3146,4,3,2,603,246,2007,-37.8521,145.0657,Southern Metropolitan,10412
Glen Iris,2,1723000,9.2,3146,2,1,1,553,,,-37.8464,145.0511,Southern Metropolitan,10412
Glen Iris,2,529500,9.2,3146,2,1,1,0,,,-37.8572,145.0423,Southern Metropolitan,10412
Glen Iris,3,2800000,9.2,3146,3,1,2,762,153,1930,-37.8575,145.0554,Southern Metropolitan,10412
Glen Iris,3,1665000,9.2,3146,3,1,2,685,143,1941,-37.8538,145.0842,Southern Metropolitan,10412
Glen Iris,2,600000,9.2,3146,2,1,1,0,80,1960,-37.8555,145.0518,Southern Metropolitan,10412
Glen Iris,3,1420000,9.2,3146,3,1,2,615,607,1940,-37.8578,145.0919,Southern Metropolitan,10412
Glen Iris,3,1550000,9.2,3146,3,2,2,307,,,-37.8531,145.086,Southern Metropolitan,10412
Glen Iris,1,420000,9.2,3146,1,1,1,805,,2011,-37.8592,145.0484,Southern Metropolitan,10412
Glen Iris,4,1920000,9.2,3146,4,2,2,706,,,-37.8573,145.0904,Southern Metropolitan,10412
Glen Iris,5,2100000,9.2,3146,5,3,2,696,,1989,-37.8478,145.0566,Southern Metropolitan,10412
Glen Iris,5,2410000,9.2,3146,5,2,2,654,354,2015,-37.8515,145.0922,Southern Metropolitan,10412
Glen Iris,4,2100000,9.2,3146,4,2,2,645,216,1930,-37.8516,145.061,Southern Metropolitan,10412
Glen Iris,4,2950000,9.2,3146,4,2,2,1485,295,1966,-37.8509,145.0856,Southern Metropolitan,10412
Glen Iris,2,390000,9.2,3146,2,1,1,0,,,-37.8497,145.0466,Southern Metropolitan,10412
